model_name,audio_path,reference,hypothesis,reference_norm,hypothesis_norm,latency_sec,audio_duration_sec,error
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/b0/4815c957eecf.wav,алло алло,алло алло,алло алло,алло алло,0.6850063749880064,0.87,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/af/8b40a7125838.wav,значит дорогой мой ещё раз перезвоните дежурному оперативному передайте это теле это приказание,значит дорогой мой еще раз перезвоните дежурному оперативному передайте это это приказание,значит дорогой мой еще раз перезвоните дежурному оперативному передайте это теле это приказание,значит дорогой мой еще раз перезвоните дежурному оперативному передайте это это приказание,0.8456589169800282,6.82,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/45/d4eb458bfe82.wav,ну ты говори говори денежкито текут твои денежки,ну ты говори говори денежки то текут твои денежки,ну ты говори говори денежкито текут твои денежки,ну ты говори говори денежки то текут твои денежки,0.7261420419963542,2.24,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/48/82847bbd6840.wav,дежурили здесь,дежурили здесь,дежурили здесь,дежурили здесь,0.6815089590090793,0.89,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/09/09d9a22d79fd.wav,слушай ты слушай ты ваня успокойся подожди слушай сюда вопервых до того,слушай ты слушай ты ваня успокойся подожди слушай сюда во первых до того,слушай ты слушай ты ваня успокойся подожди слушай сюда вопервых до того,слушай ты слушай ты ваня успокойся подожди слушай сюда во первых до того,0.82395441699191,5.65,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/4c/c94790cf502a.wav,начальнику второго отделения прибыть,начальнику второго отделения прибыть,начальнику второго отделения прибыть,начальнику второго отделения прибыть,0.7233975419949275,2.18,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/86/865b853bc3f2.wav,семьсот шестьдесят шесть шестнадцать шестьдесят девять,семьсот шестьдесят шесть шестнадцать шестьдесят девять,семьсот шестьдесят шесть шестнадцать шестьдесят девять,семьсот шестьдесят шесть шестнадцать шестьдесят девять,0.7271483750082552,2.38,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/c1/7704a5f260af.wav,свидетельство привести о смерти,свидетельство при вести о смерти,свидетельство привести о смерти,свидетельство при вести о смерти,0.7145506659871899,2.01,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/dd/10222b39a822.wav,перед новым годом,перед новым годом,перед новым годом,перед новым годом,0.7006290419958532,1.44,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/e3/cd81b87988f1.wav,да да всё да всё вы получили письмо,корея да все да все класс я вас,да да все да все вы получили письмо,корея да все да все класс я вас,0.7764157920028083,4.07,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/3e/0976f78a461f.wav,эт кто,как тебя зовут,эт кто,как тебя зовут,0.675861249997979,0.74,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/a2/b91f9e7a6e9d.wav,у него,тех,у него,тех,0.6750721669814084,0.47,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/66/1dff47e79ad5.wav,ну деда сашу деда,ну деда сашу деда,ну деда сашу деда,ну деда сашу деда,0.7053819999855477,1.28,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/3b/0da869c27b2d.wav,я очень честный,я очень честный,я очень честный,я очень честный,0.7060798750026152,1.26,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/59/8a509ba7a9c2.wav,я оперативный дежурный военкомата самарской области,я оперативный дежурный военкомата самарской области,я оперативный дежурный военкомата самарской области,я оперативный дежурный военкомата самарской области,0.7558906250051223,3.26,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/54/974c08b5f017.wav,гандон,гандон,гандон,гандон,0.6742884169798344,0.4,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/91/33043f9d1153.wav,начальнику второго отделения триста четырнадцатый кабинет,начальнику второго отделения триста четырнадцатый кабинет,начальнику второго отделения триста четырнадцатый кабинет,начальнику второго отделения триста четырнадцатый кабинет,0.7613539590092842,3.46,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/8e/afe140fbf9e3.wav,хуй с ним пусть названивает,хуй с ним пусть названивает,хуй с ним пусть названивает,хуй с ним пусть названивает,0.7129991250112653,1.87,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/65/192926e6a3e9.wav,я не хочу,не хочу,я не хочу,не хочу,0.6861040410003625,0.82,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/cc/f6e596cb20f0.wav,блевать,блевать,блевать,блевать,0.6731880830193404,0.62,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/a8/063c42489ef8.wav,привезите,привезите,привезите,привезите,0.6837438749789726,0.65,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/76/84b7edc46a27.wav,а потом разбудил ювелира и сам заснув,а потом разбудил ювелира и сам заснул,а потом разбудил ювелира и сам заснув,а потом разбудил ювелира и сам заснул,0.728854582994245,2.08,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/ff/a755c3847ec5.wav,бля буду вот тока,бля вот вот только,бля буду вот тока,бля вот вот только,0.6882363749900833,0.79,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/ae/915453a81704.wav,у вас такой диагноз,у вас такой диагноз,у вас такой диагноз,у вас такой диагноз,0.6849299999885261,1.16,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/e3/9499d6c49a9d.wav,спасибо смотри как то странно звучит,смотри смотри как то странно,спасибо смотри как то странно звучит,смотри смотри как то странно,0.7267390830093063,2.48,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/e3/ab2c234574fd.wav,давно в смысле то есть на момент съёмки видео ты уже был выгнан из школы,давно в смысле то есть на момент съемки видео ты уже был выгод из школы,давно в смысле то есть на момент съемки видео ты уже был выгнан из школы,давно в смысле то есть на момент съемки видео ты уже был выгод из школы,0.755384416988818,3.35,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/f9/19ffcd185522.wav,давайте ещё раз мне телеграмму это самое говорите,давайте еще раз мне телеграм это самое говорите,давайте еще раз мне телеграмму это самое говорите,давайте еще раз мне телеграм это самое говорите,0.7298472089751158,2.47,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/66/ea963742ebc7.wav,ну потому что ты,ну потому что ты,ну потому что ты,ну потому что ты,0.6804385000141338,0.6,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/d1/9a2fef114feb.wav,кому пиздыто давать,кому пизду то давать,кому пиздыто давать,кому пизду то давать,0.699929416005034,1.32,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/4c/feda83544382.wav,два сорок четыре,два сорок четыре,два сорок четыре,два сорок четыре,0.6861729999945965,1.28,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/44/97f9c179722f.wav,опять секосом по телефону,опять секасом по телефону,опять секосом по телефону,опять секасом по телефону,0.7017230830097105,1.35,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/51/3e14a91a40ea.wav,я ещё никому не передавал,я еще никому не передавал,я еще никому не передавал,я еще никому не передавал,0.6899369590100832,1.56,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/7c/7a63ae919808.wav,башку он те там заломает,башку у тебя там заломает,башку он те там заломает,башку у тебя там заломает,0.7051197499968112,1.38,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/19/2b21f3367d97.wav,вы начальник второго отделения,вы начальник второго отделения,вы начальник второго отделения,вы начальник второго отделения,0.7103350420075003,1.74,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/b8/81ff9d1109b0.wav,у вас есть техническая проблема которая,у вас есть техническая проблема которая,у вас есть техническая проблема которая,у вас есть техническая проблема которая,0.7258831660146825,2.44,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/76/8fdc26ab0fd2.wav,как ты ещё как ты ещё предлагаешь мне базарить с тупой соской,как ты еще как ты еще предлагаешь мне базарить с тупой соской,как ты еще как ты еще предлагаешь мне базарить с тупой соской,как ты еще как ты еще предлагаешь мне базарить с тупой соской,0.7865941250056494,4.02,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/72/170d5119b823.wav,слушаю вас здравствуйте,слушаю вас здравствуйте,слушаю вас здравствуйте,слушаю вас здравствуйте,0.7084670420153998,1.7,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/5c/1171189bad0c.wav,я уже ответила что вам надо я не могу понять,я уже ответила что вам надо я не могу понять,я уже ответила что вам надо я не могу понять,я уже ответила что вам надо я не могу понять,0.758212624990847,3.15,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/12/214b1d4dc87c.wav,в соответствии с приказом начальника штаба южного военного округа,в соответствии с приказом начальника штаба южного военного округа,в соответствии с приказом начальника штаба южного военного округа,в соответствии с приказом начальника штаба южного военного округа,0.769829958997434,3.8,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/c2/d9eadae62c99.wav,куда он прибываетто,куда прибывать то,куда он прибываетто,куда прибывать то,0.699626374989748,1.31,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/55/57ad27ee46eb.wav,я не понимаю вопрросов,я не понимаю вопроса,я не понимаю вопрросов,я не понимаю вопроса,0.6834057089872658,1.56,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/52/3cda1a252aac.wav,ну ты телефон свой назови,а ты телефон свой назови,ну ты телефон свой назови,а ты телефон свой назови,0.6833404999924824,1.58,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/7b/758f54ab3612.wav,ну и что,ну и что,ну и что,ну и что,0.7008300000161398,0.58,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/5e/ac5fe5ee560d.wav,который оказался не просто,который оказался не просто,который оказался не просто,который оказался не просто,0.6858316250145435,1.41,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/49/41c551394c09.wav,евгений вы для себя заказываете,евгений вы для себя заказываете,евгений вы для себя заказываете,евгений вы для себя заказываете,0.7032954999885987,1.48,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/53/0b5f6e0f33a5.wav,ты перестанешь или нет звонить ты надоела мне разъёба ты такая а,это решаешь или нет звонить ты надоела мне разъебаться такая а,ты перестанешь или нет звонить ты надоела мне разъеба ты такая а,это решаешь или нет звонить ты надоела мне разъебаться такая а,0.7816215839993674,3.96,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/47/d5cb84c589a5.wav,щас давайте я запишу какой,какой,щас давайте я запишу какой,какой,0.7017045840038918,1.48,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/88/26f079744f01.wav,ой какой ужас а вы хоть бы чтонибудь новое придумали в прошлом году полгода нас мурыжили,ой какой ужас вы хоть бы что нибудь новое придумали в прошлом году полгода нас мурызили,ой какой ужас а вы хоть бы чтонибудь новое придумали в прошлом году полгода нас мурыжили,ой какой ужас вы хоть бы что нибудь новое придумали в прошлом году полгода нас мурызили,0.8507083329895977,6.85,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/6f/d72e40e45d15.wav,дежурный сторож фрунзенского военкомата павлова тамара владимировна,дежурный сторож фрунзенского военкомата павлова тамара владимировна,дежурный сторож фрунзенского военкомата павлова тамара владимировна,дежурный сторож фрунзенского военкомата павлова тамара владимировна,0.8403537500125822,5.87,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/d1/f0a0402459f5.wav,я из интернета звоню,я из интернета звоню,я из интернета звоню,я из интернета звоню,0.6983559590007644,1.17,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/78/559050460ba4.wav,чё мужик больной чтоли,что мужик больной что ли,че мужик больной чтоли,что мужик больной что ли,0.704107291996479,1.43,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/f5/f88fc24f3712.wav,в залог мне это чёто блядь этот самый,это что то блять этот самый,в залог мне это чето блядь этот самый,это что то блять этот самый,0.7454747919982765,2.92,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/e9/624ad88bb9c6.wav,книжек шоль начитался,книже что ли начитался,книжек шоль начитался,книже что ли начитался,0.6846612909866963,1.11,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/05/ae41dd10c0a7.wav,сладкого общения,сладкого общения,сладкого общения,сладкого общения,0.6976951669785194,1.33,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/5b/ee4ec0df321d.wav,город москва пушкинский военкомат,город москва пушкинский военкомат,город москва пушкинский военкомат,город москва пушкинский военкомат,0.7220667910005432,2.42,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/d2/ddced95a8fb0.wav,номер телефона двести десять,номер телефона двести десять,номер телефона двести десять,номер телефона двести десять,0.7304340839909855,2.49,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/f6/7e0f76b55e31.wav,историю изучал,историю изучал,историю изучал,историю изучал,0.6822317079931963,0.72,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/c3/5648848e3d98.wav,руслану николаевичу,руслану николаевичу,руслану николаевичу,руслану николаевичу,0.7080025000032037,1.7,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/ed/f5fcc66844f8.wav,я живу на пионерском бульваре,я живу на пионерском бульваре,я живу на пионерском бульваре,я живу на пионерском бульваре,0.6970188749837689,1.66,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/e7/cbf941368f31.wav,бутыльники из москвы чтоль,бутыльники,бутыльники из москвы чтоль,бутыльники,0.6922710409853607,1.27,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/b5/64d050ba5f35.wav,в зале то есть в спортзале ты используешь да,спортзале то есть в спортзале ты используешь да,в зале то есть в спортзале ты используешь да,спортзале то есть в спортзале ты используешь да,0.7165075420052744,1.88,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/ef/db3e7300abc9.wav,как хочите,наркотики с,как хочите,наркотики с,0.6806013329769485,0.63,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/1f/a5db5ec77094.wav,говорите чётко тогда,говорите четко тогда,говорите четко тогда,говорите четко тогда,0.6894020419858862,1.54,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/4c/089235806599.wav,так вы сторож,так вы сторыс,так вы сторож,так вы сторыс,0.7094132920028642,1.2,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/be/c1ac143da153.wav,кто вам может щас звонить и вызывать вас кудато,кто вам мог сейчас звонить и вызывать вас куда то,кто вам может щас звонить и вызывать вас кудато,кто вам мог сейчас звонить и вызывать вас куда то,0.7472031249781139,2.77,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/8b/f590c8f22940.wav,я щас всю москву на ноги подниму,я сейчас всю москву на ноги подниму,я щас всю москву на ноги подниму,я сейчас всю москву на ноги подниму,0.7036022910033353,1.91,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/20/5812145761ed.wav,позвонила женщина сказала что прибыть,позвонила женщина сказала что прибыть,позвонила женщина сказала что прибыть,позвонила женщина сказала что прибыть,0.7303395410126541,2.49,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/3a/358c41e9dd27.wav,кто это,кто это,кто это,кто это,0.6832591249840334,0.84,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/1c/2d375ae45006.wav,и даже частично американской музыкальной индустрии,и даже частично американской музыкальной индустрии,и даже частично американской музыкальной индустрии,и даже частично американской музыкальной индустрии,0.7585461660055444,3.41,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/dc/451e9854098c.wav,иди я скажу,иди я скажу,иди я скажу,иди я скажу,0.6829744170245249,1.22,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/56/36536cdb8b6f.wav,во первых чё мы радуешься сучонок блять,а ты кему радуешься сучонок блять,во первых че мы радуешься сучонок блять,а ты кему радуешься сучонок блять,0.7122425829875283,2.05,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/45/1ed817fef1ed.wav,я к тебе приду сейчас,я к тебе приду сейчас,я к тебе приду сейчас,я к тебе приду сейчас,0.6965340419847053,1.47,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/c0/048e4192e828.wav,это хуйня,всякая хуйня,это хуйня,всякая хуйня,0.6783476249838714,0.57,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/09/3a322ca10f68.wav,успокойся,а,успокойся,а,0.6883680830069352,1.2,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/f7/39ee88cce87a.wav,мой друг бля,мой друг блять,мой друг бля,мой друг блять,0.6789849580090959,0.91,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/99/e2212a419662.wav,хорошо засраниц блять,хорошо засранец блять,хорошо засраниц блять,хорошо засранец блять,0.7141145830100868,2.06,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/22/4e2130d0cf93.wav,нет нет,нет нет,нет нет,нет нет,0.6855240839940961,0.78,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/bb/4dbc1a34fa99.wav,очень долго искали мои фотографии,очень долго искали мои фотографии,очень долго искали мои фотографии,очень долго искали мои фотографии,0.7138337500218768,1.95,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/aa/6f5459c57395.wav,я уже давно хотел,я уже давно хотел,я уже давно хотел,я уже давно хотел,0.6883738340111449,1.22,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/6b/6ea2cf4181ac.wav,ты где надо,четыре дня назад,ты где надо,четыре дня назад,0.6816039999830537,0.8,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/37/93ff01fc1b72.wav,он гатский в смысле,он гадкий,он гатский в смысле,он гадкий,0.6852194590028375,1.27,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/df/087aefe61bcd.wav,больше тысячи,больше тысячи,больше тысячи,больше тысячи,0.6810717079788446,0.82,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/71/5e6f18e90ce8.wav,нуу рядовой хитёр,ну и дальше что,нуу рядовой хитер,ну и дальше что,0.6858781659975648,1.11,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/cb/c340a2ac643b.wav,какого ты хуя звонишь,какой ты хуй звонишь,какого ты хуя звонишь,какой ты хуй звонишь,0.7024432919861283,1.38,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/99/3f040bf6cb19.wav,ну здравствуйте а я сторож ааа кунцевского военкомата такой я в военкомате сторож ночной,здравствуйте а я сторож курцевского военкомата какой я в военкомате сторож ночной,ну здравствуйте а я сторож ааа кунцевского военкомата такой я в военкомате сторож ночной,здравствуйте а я сторож курцевского военкомата какой я в военкомате сторож ночной,0.8309242090035696,5.99,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/45/d33c6312fbff.wav,плохо три двадцать два писят шесть два писят пять,плохо три двадцать два пятьдесят шесть два пятьдесят пять,плохо три двадцать два писят шесть два писят пять,плохо три двадцать два пятьдесят шесть два пятьдесят пять,0.7524703750095796,3.43,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/8d/59555cdb2482.wav,поо отделению да,по отделению да,поо отделению да,по отделению да,0.7023641249979846,1.34,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/f9/64bfa2a7c509.wav,вы знаете вперёд и я могу сказать а вот назад вот,знаете вперед и я могу сказать а вот назад в,вы знаете вперед и я могу сказать а вот назад вот,знаете вперед и я могу сказать а вот назад в,0.7395464159781113,2.68,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/5b/6186bbaa7c4a.wav,да я же сказал ды я живу тут недалеко,да я сейчас подойду я живу тут недалеко,да я же сказал ды я живу тут недалеко,да я сейчас подойду я живу тут недалеко,0.7133502090000547,1.98,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/f0/46893f6d253d.wav,вы ещё вы мне ва ва на вопрос ответьте почему вы решили что я вам звоню,вы еще вы мне на вопрос ответьте почему вы решили что я вам звоню,вы еще вы мне ва ва на вопрос ответьте почему вы решили что я вам звоню,вы еще вы мне на вопрос ответьте почему вы решили что я вам звоню,0.812936416012235,4.44,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/37/84b54fcbecad.wav,конечно я не спорю но ааа нарушение международного законодательства,конечно я не спорю но нарушение международного законодательства,конечно я не спорю но ааа нарушение международного законодательства,конечно я не спорю но нарушение международного законодательства,0.7688857920002192,3.68,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/5d/11a9596eacff.wav,приходи опять черенком отхуякаю,приходи я тебя черенком отхуякаю,приходи опять черенком отхуякаю,приходи я тебя черенком отхуякаю,0.7171741669881158,2.0299375,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/ea/0e2d66304f90.wav,так что если хочешь пообщаться по поводу,так что если хочешь пообщаться по поводу,так что если хочешь пообщаться по поводу,так что если хочешь пообщаться по поводу,0.7046083330060355,1.31,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/3e/e7b7eb42ad51.wav,только потому что бабушку уит ну то есть ты потеряешь человека который тебе дорог но в том плане что,только потому что бабушка ну то есть ты потеряешь человека который тебе дорог в том плане что,только потому что бабушку уит ну то есть ты потеряешь человека который тебе дорог но в том плане что,только потому что бабушка ну то есть ты потеряешь человека который тебе дорог в том плане что,0.799228249990847,4.83,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/82/5bc579e267f3.wav,ты блять отсос ебаный я закончил электромонтёром по ремонту и обслуживанию электрооборудования,ты блять сосос ебаный я закончил электромонтером по ремонту и обслуживанию электрооборудование,ты блять отсос ебаный я закончил электромонтером по ремонту и обслуживанию электрооборудования,ты блять сосос ебаный я закончил электромонтером по ремонту и обслуживанию электрооборудование,0.8525650830124505,6.92,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/cc/db891b9a8139.wav,ёб тать да ты чё придурок или кто ты,епты ну ты что придурок или кто ты,еб тать да ты че придурок или кто ты,епты ну ты что придурок или кто ты,0.7451895840058569,2.62,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/6b/83adefaa36d8.wav,если я договорюсь на третье число,если я договорюсь на третье число,если я договорюсь на третье число,если я договорюсь на третье число,0.7786386249936186,2.76,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/de/d96d40fc4b94.wav,ну что ты ну давай да да да да да да какой ты герой блять ты приедешь блять,ну что ты ну давай да да да да да да какой ты герой блять ты приедешь блядь,ну что ты ну давай да да да да да да какой ты герой блять ты приедешь блять,ну что ты ну давай да да да да да да какой ты герой блять ты приедешь блядь,0.8426714999950491,5.7,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/49/08b0f8701b94.wav,слушай я могу с твоим братом потарахтить,слушай а я могу с твоим братом потрахтить,слушай я могу с твоим братом потарахтить,слушай а я могу с твоим братом потрахтить,0.7051314579730388,2.07,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/49/93fdcc0df428.wav,ну чтобы тыы больше не звонил позвонил поговори нормально почеловечески этот человек берёт мандарины всё всё фрукты,ну чтобы ты больше не звонил позвони поговори нормально по человечески этот человек берет мандарины все все фрукты,ну чтобы тыы больше не звонил позвонил поговори нормально почеловечески этот человек берет мандарины все все фрукты,ну чтобы ты больше не звонил позвони поговори нормально по человечески этот человек берет мандарины все все фрукты,0.8903753340127878,8.0,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/80/869848be8542.wav,почему,почему,почему,почему,0.6827562499966007,0.72,
GigaAM,/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/88/8e795e67f9b6.wav,это так не может быть говориил начальник второго отдела да,это так не может быть говорю начальник второго отдела да,это так не может быть говориил начальник второго отдела да,это так не может быть говорю начальник второго отдела да,0.7778996250126511,3.59,
