path,text,char_len,n_tokens,n_fillers,filler_ratio,n_latin_tokens
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/d9/57bba8dcde1b.wav,я передам информацию но я не знаю триста четырнадцатый кабинет вообще где он находится,86,14,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/51/c0f1251cfb8d.wav,нет я хочу у тебя узнать она молчит,35,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/36/47c7b0309a6b.wav,подождите ведь никакой помощница оперативного у меня нету,57,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/1f/eb19561c19e7.wav,он вам не димон,15,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/c2/3e83800f2688.wav,а кто вам передал,17,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/cf/03c9243847ca.wav,чё вам говорятто или вы не понимаете уже,40,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/98/d4b016dd3550.wav,я приеду один плюс тебе,23,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/7c/1e6774f8c4e7.wav,вы знаете куда вам надо прибыть,31,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/2f/d837c85ce244.wav,пожалуйста подождите идёт соединение с телефонным номером абонента,66,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/74/6e71bc83d2b8.wav,вокзал как я туда приеду,24,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/2e/c6e1d116b34d.wav,почему она ссыт говорить,24,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/4f/2b1dcee48554.wav,ваши вообще не учили этот в эээ,31,7,1,0.1429,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/8f/690f52922a68.wav,начальнику второго отделения прибыть в триста четырнадцатый кабинет тюмень сегодня,82,10,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/54/b525e77367b1.wav,да артём петух это ты думаешь что он чёто решает,48,10,1,0.1,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/0c/2d97e448d7bc.wav,я за путина на чёто начал блядь названивать блять короче там,60,11,1,0.0909,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/a6/267e71fee39e.wav,справочная слушает,18,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/8b/f08c8b1d8929.wav,это дежурный по военкомату,26,4,1,0.25,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/62/94a34479695c.wav,это не этнический,17,3,1,0.3333,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/b2/42c911dc9063.wav,приказом начальника штаба обеспечить явку военнослужащих южного округа для заключения социального найма,103,12,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/a2/312a73578f29.wav,ты гавно после это говоришь понял,33,6,1,0.1667,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/ec/764d37efb7e0.wav,купи карту минска,17,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/fe/54706805d5c8.wav,ну с той целю чтобы она вам не мешала понимаете всё ради вас,60,13,1,0.0769,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/f1/8ec6089c6569.wav,пенсионный фонд здравствуйте,28,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/dd/ec301d1acc68.wav,вот показать вашу по позицию то есть в вашем случае да но это было бы очень полезно для вас,91,19,2,0.1053,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/82/507911e4dca3.wav,нет я из пробирки появился сколько тебе лет скажи,49,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/3a/3ff94c974ba0.wav,я отключаюсь я не могу с вами ничего,36,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/19/dec4cdadef60.wav,начальник второго отделения,27,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/69/c4ac90bff761.wav,так начальнику второго отделения прибыть в триста четырнадцать,62,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/d3/25338d45f643.wav,вот сегодня,11,2,1,0.5,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/62/6e3f05626480.wav,к булкину к девяти ноль ноль,28,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/48/88b12a0a5f13.wav,потом опять представь потом аллё аллё  я вас не слышу после чего сказали,72,13,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/02/171720e40c61.wav,тыслышишь ты молчишь и больше ничего доложи свою снятость с дежурства,69,11,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/fb/fae803f5b58d.wav,конечно нет,11,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/78/5f0358b8fff5.wav,давай звони хоть каждые пять минут твой рот ебал,48,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/f4/b4119f3e576e.wav,ну как бы,9,3,1,0.3333,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/70/1b817b018a67.wav,нуу для,7,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/df/b955fb162b86.wav,а кто эээ а кто спрашивает,26,6,1,0.1667,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/5f/aa67482c16f3.wav,слушаю вас,10,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/6f/8ff45ec740f6.wav,а то вы нас от работы отвлекаете,32,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/e9/11d48b6a0f31.wav,где она в маджариях или в совхозе,33,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/32/27fbc127dc53.wav,ну какое приказание кто звонил куда вы откуда звоните я не пойму,64,12,1,0.0833,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/c8/5a949dd68b55.wav,спасибо,7,1,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/6d/34d72a0fd062.wav,и меня щас обкладывают хренами какието люди вообще там орут на меня в общем ужас какойто,88,16,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/98/3aab5217af8d.wav,позови мужика твоего,20,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/98/008890835a3a.wav,нет я вас спрашиваю,19,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/89/98debe7feaeb.wav,ну а красивое хоть кольцо,25,5,1,0.2,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/a5/1850184d08aa.wav,вокруг часы наа,15,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/1b/ec344450d310.wav,самый шайтанский шайтан,23,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/a8/c7d47a71e5b2.wav,начальник второго отделения,27,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/c9/06fa9336af96.wav,бизнесмен блять,15,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/6b/3391637d503e.wav,нет такого крема,16,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/07/1051d4fae0be.wav,олег нужен,10,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/0f/b20069f3c345.wav,да зачем тебе знатьто,21,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/a6/d3492b36af3f.wav,ты готов ты готов встретиться как мужчина с мужчиной скажи мне а,64,12,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/fb/933fd251fdfb.wav,ага ага,7,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/76/26eccd7b17d2.wav,ну щас наверно к тебе приедет бригада давай,43,8,1,0.125,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/cc/5517683d1b19.wav,дальше слово идёт мне не понятно,32,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/38/b1b5a26845c4.wav,братан,6,1,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/5c/58eddc34deef.wav,звоните скорей куда вам надо а то полковник уедет,49,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/47/8f04a6837426.wav,за что,6,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/7b/0d3239996e17.wav,слушайте классно я вас понял,28,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/a3/35eef6cba3a2.wav,я же говорил уже семьдесят восемь,33,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/3d/0473c7bfb6bc.wav,да которая умерла а тут,23,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/83/4fca5269b93b.wav,слушай ну а если я с этим не согласен и мне вот нравятся упарываться чё мне дома сидеть да не выходить,102,21,2,0.0952,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/ef/923b3fb3f18b.wav,да и хуй с ним пускай заправляется,34,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/5d/9ae25991315f.wav,ты помог,8,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/ef/95a4a7fc3b88.wav,какого хуя тогда звонишь,24,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/38/05efa87d4574.wav,дак а я набираюто это самое как его надежду юрьевну вообщето,60,11,1,0.0909,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/97/2bb6266bad60.wav,вы кто,6,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/b4/d4e8b335f17b.wav,а вы всем такое говорите,24,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/f1/03dae63c8080.wav,осознавал и вчера осознавал,27,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/a4/016b442b8d74.wav,новое слежение в этом,21,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/a4/bebc6a7f4b11.wav,не по мужски но как я вас это не понял,38,10,1,0.1,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/7a/dd5f2a66c17b.wav,начальником второго отделения прибыть в понедельник двадцать девятого мая,73,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/89/5f9d41061957.wav,давай позвоню,13,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/46/cac47ad0a8e8.wav,да у меня всё нормально,23,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/92/638a904ac76f.wav,земский отдел,13,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/26/3c8adfca42bd.wav,ну есть определённые правила того чего нельзя,45,7,1,0.1429,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/a7/86c6dd2229fe.wav,оля здравствуйте мне нужен эээ на юрий ааа я могу с ним поговорить,66,13,2,0.1538,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/d2/1f77640655de.wav,а тут классно,13,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/84/a6043b5eb8ae.wav,значит начальнику второго отделения прибыть в понедельник,57,7,1,0.1429,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/c8/b0c3dc3898c6.wav,вы куда звоните,15,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/07/f699e558d71c.wav,тут пришла почта вот кто должен забрать эту почту,49,9,1,0.1111,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/ba/3806408f9883.wav,улица лермонтова,16,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/ae/25a818c2491b.wav,военкомат сторож,16,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/16/da6623afd971.wav,мне самой тоже передали,23,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/b3/c882088c4d18.wav,щас минуточку,13,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/f8/318a89418ca6.wav,начальнику второго отделения,28,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/1f/3be511326f33.wav,вчера напились да нах насвинячились,35,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/ec/a3e166a61f9c.wav,какую внучку,12,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/50/7b323363c0ab.wav,подсуетятся скрипты работают всё нормально,42,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/ee/8d66e817bf5c.wav,а ты от куда знаешь,19,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/d8/978dc2479486.wav,я тебе говорю дома всё если тебе этого не достаточно то пошёл на хуй,68,14,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/c4/18b08cb0bf52.wav,позвонить и сказать вас вызывают завтра в каза,46,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/9f/86ec9b889d9d.wav,и пропал и всё и с концами,26,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/e1/f373cab62aa1.wav,дерюгин чё тебе надото,22,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/bf/c87d374fb102.wav,люди что ль,11,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/ef/c43974e91b40.wav,не вы кому звоните вы вообще кому звоните представьтесь как вас зовут,69,12,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/95/96f6597f5a9c.wav,потом вырежешь это из эфира ладно,33,6,1,0.1667,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/d1/95add37c0a05.wav,подожди есть же очень хорошие произведения протопопу,52,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/0c/8603c6514693.wav,валентина петровна здравствуйте вы меня узнали,46,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/79/c67c4b609f02.wav,ээй ты чё блядь,15,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/c0/afc5cc3044bb.wav,да великолепно парни великолепно,32,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/66/a1ae7b354f20.wav,а мужик остался пучу совершать,30,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/d3/fcfe66160747.wav,военкомат триста четырнадцатый кабинет,38,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/49/d1b312250ce8.wav,ну завтрашний рабочий день что там у вас может быть,51,10,1,0.1,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/61/ccba86300ecb.wav,на телефон,10,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/55/f8c487b8e8da.wav,как ваша фамилия блин,21,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/f1/d69bb4cdf596.wav,ты ещё,6,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/bb/13f834615dc2.wav,я вас не слышу перезвоните вы пропадаете,40,7,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/60/831239b46bd2.wav,полковник заболотный октябрьского комиссариата,46,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/47/55e83dafd821.wav,нет тожее не раз встречались такие девицы которые позволяли делать с собой всё кроме последнего,95,15,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/9a/677d01b16c9a.wav,это напрасные заботы я вам не по зубам а вовторых это для вас плохо кончится это я вам гарантирую до свидания,109,21,3,0.1429,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/f9/67eb46696346.wav,ну всё,6,2,1,0.5,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/be/e145563da92d.wav,на те трубку и разговаривай,27,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/ae/4298c19f65bb.wav,лохами называл людей которые пострадали соответственно изза какихто дебилов,75,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/b7/3b9a56551cae.wav,комиссариата,12,1,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/62/83bc9805401c.wav,надо чё,7,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/ea/a068ccee3f1b.wav,фамилию скажите,15,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/0a/e619592f46bd.wav,щас секундочку,14,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/53/b82a31e59482.wav,ну а как ещё,12,4,1,0.25,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/5d/ff8753951732.wav,кэбэ банк анна здравствуйте,27,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/90/aae9f6b0d7c0.wav,ну да он ещё кричит что там все сумасшедшие а видимо у него самого чтото,72,15,1,0.0667,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/14/4f7aaf298688.wav,вы находитесь в главном меню,28,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/71/7d197305d22f.wav,нет я тоже город нижний новгород,32,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/c5/e40145fdcadb.wav,я вам ещё раз говорю телефон два ноль восемь семьдесят пять перезвоните пожалуйста,82,13,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/dc/507ef67824a4.wav,крякнул на днях,15,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/c/fd/5ec9250b48c3.wav,кто баран ты шакал,18,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/ad/871350360f37.wav,вторая фаза второе письмо ещё скинул второе письмо открываем,60,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/2b/b1a55e5f9910.wav,вам чё смешно что ль,20,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/4c/4d41fd6f6c1c.wav,можт ещё позвонишь мне,22,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/42/d03cd2085e2e.wav,плохо слышно вас,16,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/8b/c23b15105558.wav,это не материальные ценности,28,4,1,0.25,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/6/6c/f69d995425e4.wav,ну что Толян,12,3,1,0.3333,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/e9/22662fb2f283.wav,я записала,10,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/2a/7a86acc5a163.wav,подумай по нашей,16,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/65/3129d8ab495b.wav,я вас уже записываю с первого момента нашей беседы,50,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/f2/6208f6ab5fda.wav,но из определённых источников,29,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/1c/4ee4166dd958.wav,была двести пятьдесят или триста человек я не знаю,50,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/80/01377cff0365.wav,вспомнил виктора иваныча или не вспомнил,40,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/b1/01d33e32c683.wav,я испугался,11,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/f8/95dba95b1ac9.wav,дубовый блядь,13,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/9/8c/eb14ac876e52.wav,ты понял,8,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/a/27/fac20bda6fe7.wav,какое время,11,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/db/4f163c8dae2a.wav,добрыый добрый добрый день,26,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/d5/9ac5808d08b2.wav,ну ладно давай всё ага давай,28,6,1,0.1667,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/65/8b2afdfab54a.wav,зачем я брала трубку,20,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/5/c1/436ff788c6d9.wav,ну подходи,10,2,1,0.5,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/3/f9/a94c6aa79401.wav,к десяти ноль ноль в военкомат,30,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/4/1a/1b535e333a71.wav,выкопаю могилу и зарою тебя,27,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/e/eb/bfae0c6e776d.wav,да хочу и что,13,4,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/af/1a7b2023e57c.wav,год рождения,12,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/aa/9249dfa907e5.wav,из областного в военкомата дежурный заболотный,46,6,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/2/d8/e593d3893b7f.wav,какую телефонограмму привезли,29,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/3f/c208d38fa4ff.wav,на самом деле,13,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/0/5a/0b7f5ed81100.wav,вы не знаете у вас же наверное есть по какому вы звоните в город октябрьск,74,15,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/7/c6/704b1949b37f.wav,начальнику второго отделения прибыть в триста четырнадцатый кабинет,67,8,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/c8/a50f3b034cf7.wav,я не поняла ещё раз вы можете направить телефонограмму,54,9,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/1/c9/770ce574ebe5.wav,ты где находишься,17,3,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/d/f4/f78337f28202.wav,это хуже чем,12,3,1,0.3333,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/b/1f/d82f0c7e5d82.wav,серьёёзные люди,15,2,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/8/40/bcd5786a117e.wav,тебе везёт на сегодняшний день,30,5,0,0.0,0
/Users/emiliaknyazeva/Desktop/whisper/data/raw/openstt/asr_calls_2_val/f/82/cfea75787c17.wav,дедуль вы не туда попали,24,5,0,0.0,0
